epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,56.5419,1.14146,0.88479,0.00747,0.80868,0.05613,0.04929,0.02063,2.3889,4.34481,0.02883,0.000307,0.000307,0.000307
58,57.6346,1.12898,0.84518,0.007,0.64973,0.09286,0.05705,0.02204,2.4092,4.39335,0.0285,0.000294625,0.000294625,0.000294625
59,58.6248,1.05044,0.78171,0.00742,0.72371,0.09286,0.05712,0.02999,2.39189,4.43089,0.02685,0.00028225,0.00028225,0.00028225
60,59.6197,1.36062,0.95705,0.00846,0.71311,0.09286,0.05054,0.02872,2.42494,4.53782,0.02767,0.000269875,0.000269875,0.000269875
61,60.6198,1.07089,0.85104,0.00631,0.70444,0.09286,0.05278,0.0336,2.36732,4.62921,0.02816,0.0002575,0.0002575,0.0002575
62,61.6378,1.23323,0.94053,0.00663,0.68793,0.09286,0.05993,0.03332,2.37181,4.91212,0.02963,0.000245125,0.000245125,0.000245125
63,62.663,1.08488,0.85563,0.00666,0.68929,0.09286,0.06055,0.03349,2.49694,4.76816,0.03291,0.00023275,0.00023275,0.00023275
64,63.6612,1.04643,0.80447,0.00675,0.70491,0.09286,0.06055,0.03435,2.52668,4.60134,0.0332,0.000220375,0.000220375,0.000220375
65,64.7934,1.0572,0.89613,0.00703,0.74372,0.09286,0.06055,0.03536,2.4241,4.41144,0.03207,0.000208,0.000208,0.000208
66,65.8029,0.97369,0.76493,0.00916,0.79329,0.09235,0.08515,0.04386,2.39711,4.31587,0.0312,0.000195625,0.000195625,0.000195625
67,66.8037,1.00698,0.70775,0.00656,0.7589,0.09286,0.08548,0.04595,2.29779,4.19118,0.02974,0.00018325,0.00018325,0.00018325
68,67.8358,1.0732,0.74687,0.00849,0.79004,0.06429,0.08134,0.04461,2.24967,4.15717,0.02957,0.000170875,0.000170875,0.000170875
69,68.8679,0.92328,0.64288,0.00679,0.79488,0.06429,0.07549,0.04206,2.27835,4.20174,0.02987,0.0001585,0.0001585,0.0001585
70,69.886,1.02394,0.78255,0.00688,0.79254,0.06429,0.07549,0.04522,2.28104,4.19632,0.03024,0.000146125,0.000146125,0.000146125
71,70.9884,0.8551,0.67816,0.00523,0.79088,0.06429,0.07595,0.04445,2.20391,4.22339,0.02702,0.00013375,0.00013375,0.00013375
72,72.0991,0.96938,0.71298,0.00636,0.77386,0.06429,0.07816,0.04457,2.19783,4.16095,0.02445,0.000121375,0.000121375,0.000121375
73,73.0961,0.9006,0.67429,0.00481,0.75418,0.06429,0.07952,0.04384,2.24686,4.20953,0.02538,0.000109,0.000109,0.000109
74,74.1047,0.8744,0.70483,0.00516,0.75201,0.06429,0.07833,0.04397,2.21442,4.37772,0.02562,9.6625e-05,9.6625e-05,9.6625e-05
75,75.1129,0.81061,0.6132,0.00596,0.72468,0.09286,0.06917,0.03938,2.18804,4.40157,0.02468,8.425e-05,8.425e-05,8.425e-05
76,76.1431,0.85235,0.63564,0.00497,0.71887,0.09286,0.06917,0.03845,2.16446,4.39261,0.02411,7.1875e-05,7.1875e-05,7.1875e-05
77,77.1658,0.97159,0.68426,0.00627,0.70793,0.09286,0.06917,0.03766,2.1374,4.4025,0.02388,5.95e-05,5.95e-05,5.95e-05
78,78.1857,0.88616,0.64416,0.00773,0.78332,0.08782,0.07857,0.04096,2.11733,4.42909,0.02338,4.7125e-05,4.7125e-05,4.7125e-05
79,79.2772,0.84802,0.6334,0.00609,0.78876,0.08862,0.07857,0.04021,2.11789,4.42488,0.02298,3.475e-05,3.475e-05,3.475e-05
80,80.2829,0.78429,0.64151,0.00541,0.79286,0.08849,0.07857,0.04041,2.1163,4.40266,0.02282,2.2375e-05,2.2375e-05,2.2375e-05
